kode_klasifikasi;jenis_klasifikasi;jenis_arsip;waktu_aktif_num;waktu_aktif_ket;waktu_inaktif_num;waktu_inaktif_ket;nasib_akhir;nasib_akhir_ket
PR 01.01;Fasilitatif ;"Rencana Strategis : Naskah-naskah yang berkaitan dengan Rencana Strategis (Renstra),  dimulai  dari  pengumpulan  data,  pengolahan
sampai dengan penetapan
";2;;3;;Permanen;
PR 01.02;Fasilitatif ;"Trilateral Meeting : Naskah-naskah yang berkaitan dengan kegiatan TrilateralMeeting
";2;;3;;Musnah;
PR 01.03;Fasilitatif ;Rencana Kerja : Naskah-naskah yang berkaitan dengan rencana kerja;2;;3;;Permanen ;
PR 01.04;Fasilitatif ;"Rencana Kerja dan Anggaran : Naskah-naskah yang berkaitan dengan kegiatan penyusunan Rencana Kerja dan Anggaran Kementerian/Lembaga (RKA K/L), yang di dalamnya berisi
pagu indikatif dan pagu definitif
";2;;3;;Permanen;
PR 02.01;Fasilitatif ;"Unit Utama : Naskah-naskah yang berkaitan dengan evaluasi program
dan kinerja pada kementerian dan unit utama
";1;;4;;Permanen;
PR 02.02;Fasilitatif ;"Kantor Wilayah : Naskah-naskah yang berkaitan dengan evaluasi program
dan kinerja pada kantor wilayah
";1;;4;;Permanen;
PR 03;Fasilitatif ;"Laporan Akuntabilitas Kinerja Instansi Pemerintah
(LAKIP)
";2;;4;;Permanen;
PR 04.01;Fasilitatif ;Laporan Bulanan : Naskah-naskah yang berkaitan dengan laporan Bulanan;1;;1;;Musnah;
PR 04.02;Fasilitatif ;Laporan Triwulan : Naskah-naskah yang berkaitan dengan laporan Triwulan;1;;1;;Musnah;
PR 04.03;Fasilitatif ;Laporan Semester : Naskah-naskah yang berkaitan dengan laporan semester;1;;2;;Musnah;
PR 04.04;Fasilitatif ;Laporan Tahunan : Naskah-naskah yang berkaitan dengan laporan Tahunan;2;;3;;Permanen;
PR 04.05;Fasilitatif ;Insidentil : Naskah-naskah yang berkaitan dengan laporan insidentil;2;;4;;Musnah;
PR 05.01;Fasilitatif ;"Dengan DPR  : Naskah-naskah yang berkaitan dengan penyusunan bahan
rapat kerja dengan DPR
";1;;1;;Permanen;
PR 05.02;Fasilitatif ;"Tingkat Kementerian : Naskah-naskah yang berkaitan dengan penyusunan bahan
rapat kerja tingkat kementerian
";1;;1;;Musnah;
PR 05.03;Fasilitatif ;"Tingkat Unit Utama (RAKERNIS) : Naskah-naskah yang berkaitan dengan penyusunan bahan
rapat kerja tingkat unit utama
";1;;1;;Musnah;
PR 05.04;Fasilitatif ;"Tingkat Kantor Wilayah : Naskah-naskah yang berkaitan dengan penyusunan bahan
rapat kerja tingkat kantor wilayah
";1;;1;;Musnah;
PR 05.05;Fasilitatif ;"Rapat Pimpinan dan Rapat Staf : Naskah-naskah yang berkaitan dengan penyusunan bahan
rapat pimpinan dan rapat staf
";1;;1;;Musnah;
PR 06.01;Fasilitatif ;"Sidang Kabinet Terbatas : Naskah-naskah yang berkaitan dengan penyusunan bahan
sidang kabinet terbatas
";1;;1;;Musnah;
PR 06.02;Fasilitatif ;"Sidang Kabinet Paripurna : Naskah-naskah yang berkaitan dengan penyusunan bahan
sidang kabinet paripurna
";1;;1;;Musnah;
OT 01.01;Fasilitatif ;Organisasi dan Tata Kerja Kementerian : Naskah-naskah yang berkaitan dengan organisasi dan tata kerja kementerian;;Selama Berlaku ;5;;Permanen;
OT 01.02;Fasilitatif ;"Organisasi dan Tata Kerja Kantor Wilayah : Naskah-naskah yang berkaitan dengan organisasi dan tata
kerja kantor wilayah
";;Selama Berlaku;5;;Permanen;
OT 01.03;Fasilitatif ;"Organisasi dan Tata Kerja UPT : Naskah-naskah yang berkaitan dengan organisasi dan tata
kerja unit pelaksana teknis
";;Selama Berlaku;5;;Permanen;
OT 01.04;Fasilitatif ;"Evaluasi Kelembagaan : Naskah-naskah yang berkaitan dengan evaluasi
kelembagaan
";;Selama Berlaku;5;;Permanen;
OT 02.01;Fasilitatif ;"Standarisasi Sarana Kerja : Naskah-naskah yang berkaitan dengan standarisasi
sarana kerja
";;Selama Berlaku;5;;Permanen;
OT 02.02;Fasilitatif ;"Sistem, Prosedur dan Metoda Kerja : Naskah-naskah yang berkaitan dengan Standar
Operasional Prosedur (SOP) dan rancangan peraturan menteri
";;Selama Berlaku;5;;Permanen;
OT 02.03;Fasilitatif ;"Analisa dan Uraian Jabatan : Naskah-naskah yang berkaitan dengan analisa dan uraian
jabatan
";;Selama Berlaku;5;;Permanen;
OT 03.01;Fasilitatif ;"Penilaian Mandiri Pelaksanaan Reformasi Birokrasi  (PMRB) ; Naskah-naskah yang berkaitan dengan Penilaian Mandiri Pelaksanaan Reformasi Birokrasi (PMPRB)";2;;5;;Musnah;
OT 03.02;Fasilitatif ;Zona Integritas (ZI) : Naskah-naskah yang berkaitan dengan Zona Integritas (ZI);2;;5;;Musnah;
OT 03.03;Fasilitatif ;"Evaluasi Reformasi Birokrasi : Naskah-naskah yang berkaitan dengan evaluasi reformasi
birokrasi
";2;;5;;Musnah;
OT 04;Fasilitatif ;Instruksi Menteri;;Selama Berlaku;5;;Musnah;
KP 01.01;Fasilitatif ;Inventarisasi Jabatan/Peta Jabatan;2;"Tahun Setelah tahun 
anggaran berakhir";8;;Musnah;
KP 01.02;Fasilitatif ;Evaluasi Jabatan;2;"Tahun Setelah tahun 
anggaran berakhir";8;;Musnah;
KP 01.03;Fasilitatif ;Usulan Formasi;2;"Tahun Setelah tahun 
anggaran berakhir";8;;Musnah;
KP 01.04;Fasilitatif ;Alokasi Formasi;2;"Tahun Setelah tahun 
anggaran berakhir";8;;Musnah;
KP 02.01;Fasilitatif ;"Proses Penerimaan Pegawai 
- Seleksi Pegawai
- Penetapan Kelulusan
- Pengumuman Kelulusan";2;"Tahun Setelah tahun 
anggaran berakhir";8;;Dinilai Kembali;
KP 02.02;Fasilitatif ;Berkas Lamaran Yang Tidak Diterima;1;"Tahun Setelah tahun 
anggaran berakhir";1;Tahun setelah hak & kewajiban habis;Musnah;
KP 02.03;Fasilitatif ;Surat Keputusan  CPNS/PNS Kolektif;2;"Tahun Setelah tahun 
anggaran berakhir";3;;Dinilai Kembali;
KP 02.04;Fasilitatif ;"Penerimaan Pegawai dari Politeknik Ilmu Pemasyarakatan
dan AIM
";2;"Tahun Setelah tahun 
anggaran berakhir";8;;Dinilai Kembali;
KP 02.05;Fasilitatif ;Ujian Dinas dan Ujian Penyusaian Ijazah;;;;;;
KP 03.01;Fasilitatif ;Pengangkatan CPNS;1;Tahun setelah SK ditetapkan;2;;"Musnah 
";"kecuali
Nota Usul
Perorangan
masuk berkas
perseorangan"
KP 03.02;Fasilitatif ;Pengangkatan PNS;1;Tahun setelah SK ditetapkan;2;;"Musnah 
";"kecuali
Nota Usul
Perorangan
masuk berkas
perseorangan"
KP 03.03;Fasilitatif ;Pengangkatan Jabatan Struktural;1;Tahun setelah SK ditetapkan;2;;"Musnah 
";"kecuali
Nota Usul
Perorangan
masuk berkas
perseorangan"
KP 03.04;Fasilitatif ;Pengangkatan Jabatan Fungsional;1;Tahun setelah SK ditetapkan;2;;"Musnah 
";"kecuali
Nota Usul
Perorangan
masuk berkas
perseorangan"
KP 04.01;Fasilitatif ;Alih Tugas/Diperbantukan/Dipekerjakan/Pelaksana;1;Tahun setelah SK ditetapkan;2;;"Musnah 
";"kecuali
Nota Usul
Perorangan
masuk berkas
perseorangan"
KP 04.02;Fasilitatif ;Pelaksana Harian/Pelaksana Tugas;1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 04.03;Fasilitatif ;Pencantuman gelar Akadmik;1;;2;;Musnah;
KP 04.04;Fasilitatif ;Kenaikan Gaji Berkala (KGB);2;;3;;Musnah;
KP 04.05;Fasilitatif ;Kenaikan Pangkat/Golongan;1;Tahun setelah SK ditetapkan;2;;Musnah;"kecuali
Nota Usul
Perorangan
masuk berkas
perseorangan"
KP 04.06;Fasilitatif ;Peninjauan Masa Kerja;1;;1;;Musnah;
KP 04.07;Fasilitatif ;"Berkas  Badan  Pertimbangan  Jabatan  dan  Kepangkatan
(Baperjakat)
";1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 04.08;Fasilitatif ;Pengaktifan Kembali dari CLTN dan Hukuman Disiplin;;;;;;
KP 05.01;Fasilitatif ;"Penilaian Prestasi Kerja Pegawai ( PPKP )
- Sasaran Kerja Pegawai
- Prestasi Kerja Pegawai";;;;;;
KP 05.02;Fasilitatif ;Pembinaan Disiplin dan Kode Etik;;;;;;
KP 05.03;Fasilitatif ;Pemberian Penghargaan dan Tanda Jasa;;;;;;
KP 06.01;Fasilitatif ;"Pengembangan Kompetensi Jabatan Pimpinan Tinggi dan
Adminstrasi
";2;;3;;Musnah;
KP 06.02;Fasilitatif ;Pengembangan Kompetensi Fungsional;2;;3;;Musnah;
KP 06.03;Fasilitatif ;Pengiriman Peserta Diklat;;;;;;
KP 06.04;Fasilitatif ;Bea Siswa;;;;;;
KP 07.01;Fasilitatif ;"Tingkat Ringan (Pernyataatnn Tidak Puas, Teguran Lisan,
Teguran Tertulis)
";2;Tahun anggaran berjalan;3;;Musnah;kecuali BAP dan SK masuk berkas perorangan
KP 07.02;Fasilitatif ;Tingkat Sedang (Penundaan KGB, KP dan Penurunan Gaji);2;Tahun anggaran berjalan;3;;Musnah;kecuali BAP dan SK masuk berkas perorangan
KP 07.03;Fasilitatif ;"Tingkat Berat (Penurunan Pangkat, Pembebasan Jabatan,
Pemberhentian Dengan Hormat/Tidak Dengan Hormat)
";2;Tahun anggaran berjalan;3;;Musnah;kecuali BAP dan SK masuk berkas perorangan
KP 08.01;Fasilitatif ;Data Pegawai;1;Tahun anggaran berjalan;2;;Musnah;
KP 08.02;Fasilitatif ;Identitas Pegawai (Karpeg, Karsu, Karis);1;Tahun setelah pensiun;2;;Musnah;
KP 08.03;Fasilitatif ;"Izin Kepegawaian (Izin Belajar, Tugas Belajar Dalam Negeri
dan Luar Negeri)
";1;Tahun setelah selesai pendidikan/tugas belajar;2;;Musnah;
KP 08.04;Fasilitatif ;Keanggotaan Pegawai Dalam Organisasi Sosial;1;Tahun anggaran berjalan;2;;Musnah;
KP 08.05;Fasilitatif ;Daftar Hadir/Absensi Pegawai;1;Tahun anggaran berjalan;2;;Musnah;
KP 09.01;Fasilitatif ;Kesehatan;1;Tahun anggaran berjalan;2;;Musnah;
KP 09.02;Fasilitatif ;Perumahan (TAPERUM, Biaya Uang Muka);1; Tahun setelah sertifikat terbit;2;;Musnah;kecuali sertifikat diserahkan ke pegawai
KP 09.03;Fasilitatif ;Taspen;1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 09.04;Fasilitatif ;Cuti;1;Tahun anggaran berjalan;2;;Musnah;
KP 09.05;Fasilitatif ;Uang Duka Tewas;1;Tahun anggaran berjalan;2;;Musnah;
KP 09.06;Fasilitatif ;"Pembekalan Purnabakti
";1;Tahun anggaran berjalan;2;;Musnah;
KP 09.07;Fasilitatif ;"Mutasi  Keluarga Laporan Kekayaan 
- Nikah
- Anak
- Cerai
- Kematian
- Kartu Suami
- Kartu Istri";1;Tahun anggaran berjalan;2;;Musnah;
KP 09.08;Fasilitatif ;" Laporan Kekayaan (LP2P dan LHKPN)
";1;Tahun anggaran berjalan;2;;Musnah;
KP 10.01;Fasilitatif ;Jabatan Fungsional Umum;1;Tahun anggaran berjalan;2;;Musnah;
KP 10.02;Fasilitatif ;Jabatan Fungsional Tertentu;1;Tahun anggaran berjalan;2;;Musnah;
KP 11.01;Fasilitatif ;Pemberhentian Atas Permintaan Sendiri;1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 11.02;Fasilitatif ;Pemberhentian Karena Batas Usia Pensiun;1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 11.03;Fasilitatif ;"Pemberhentian  Karena  Keuzuran/Kondisi  Jasmani  dan
Rohani
";1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 11.04;Fasilitatif ;Pemberhentian Karena Hilang;1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 11.05;Fasilitatif ;Pemberhentian Sementara;1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 11.06;Fasilitatif ;Pensiun Janda/Duda dan Anak;1;Tahun setelah SK ditetapkan;2;;Musnah;
KP 12;Fasilitatif ;Berkas PNS/ASN  : Nota Penetapan NIP dan Kelengkapannya, Nota Persetujuan/Pertimbangan Kepala BKN, Hasil Pengujian Kesehatan, SK Pengangkatan CPNS, SK Pengangkatan PNS, SK Peninjauan Masa Kerja, SK Kenaikan Pangkat, SK Pengangkatan Dalam atau Pemberhentian Dari Jabatan Struktural/Fungsional, SK Perpindahan Wilayah Kerja, SK Perpindahan Antar Instansi, SK Cuti Diluar Tanggungan Negara (CLTN), SK Hukuman Jabatan/Hukuman Disiplin PNS, SK Perbantuan/Dipekerjakan di Luar Instansi Induk, SK Penarikan Kembali dari Perbantuan/Dipekerjakan, SK Pemberian Uang Tunggu, SK Pembebasan dari Jabatan Organik Karena Diangkat sebagai Pejabat Negara, SK Pengalihan PNS, SK Pemberhentian Sebagai PNS, SK Pemberhentian Sementara, SK Pengangkatan/Pemberhentian sebagai Pejabat Negara, SK Penempatan/Penarikan Pegawai, SK Pengangkatan pada Jabatan di Luar Instansi Induk, SK Pengaktifan Kembali Sebagai PNS, SK Pensiun, SK Penggantian Nama, Surat Keterangan Pernyataan Hilang, Surat Keterangan Kembalinya PNS Yang Dinyatakan Hilang, Surat Perbaikan Tanggal Tahun Kelahiran, Akta Nikah/Cerai, Akta Kelahiran, Isian Formulir Pendataan Ulang PNS (PUPNS), Berita Acara Pemeriksaan (termasuk Keputusan/Rekomendasi Majelis Kode Etik), Berita Acara Pengambilan Sumpah/Janji PNS dan Jabatan, Surat Pernyataan Melaksanakan Tugas/Menduduki Jabatan/Surat Pernyataan Pelantikan, Surat Permohonan Menjadi Anggota Parpol, Surat Keterangan Mutasi Keluarga, Surat Keterangan Meninggal Dunia, Surat Keterangan Peningkatan Pendidikan, Surat Keterangan Hasil Penelitian Khusus.;1;Tahun setelah pensiun;1;Tahun setelah hak & kewajiban habis;Musnah;" kecuali
Pejabat Eselon I
atau Pejabat
lain yang
secara individual
ditentukan oleh
instansi serta
Pejabat/Pegawa
i yang
berjasa/terlibat
peristiwa
berskala
nasional
yang
berjasa/terlibat peristiwa berskala
nasional
Permanen
"
KP 13;Fasilitatif ;"Berkas Perseorangan Menteri, Wakil Menteri dan
Pejabat Negara lainnya
";1;Tahun setelah pensiun;1;Tahun setelah hak & kewajiban habis;Permanen;
KP 14.01;Fasilitatif ;KORPRI;;Selama masih menjadi anggota;1;;Musnah;
KP 14.02;Fasilitatif ;Dharma Wanita;;Selama masih menjadi anggota;1;;Musnah;
KP 14.03;Fasilitatif ;Koperasi;;Selama masih menjadi anggota;1;;Musnah;
KU 01.01;Fasilitatif ;"Pedoman, Petunjuk, dan Administrasi Pelaksanaan
Anggaran ; Naskah-naskah yang berkaitan dengan Pedoman, Petunjuk, dan Administrasi Pelaksanaan Anggaran seperti Langkah-langkah awal tahun, akhir tahun, capaian dan evaluasi pelaksanaan anggaran per triwulan, semester dan
tahunan

";1;Tahun setelah tahun anggaran dan tindak lanjut hasil pemeriksaan selesai;5;;Musnah;
KU 01.02;Fasilitatif ;"Daftar Isian Pelaksanaan Anggaran (DIPA) ; Naskah-naskah yang berkaitan dengan Daftar Isian Pelaksanaan Anggaran (DIPA) seperti Surat Pengesahan, Surat  Usulan  Revisi,Surat  Persetujuan  dan  Pernyataan,
Surat Pengantar usulan revisi
";1;Tahun setelah tahun anggaran dan tindak lanjut hasil pemeriksaan selesai;5;;Musnah;
KU 01.03;Fasilitatif ;"Penerimaan Negara Bukan Pajak (PNBP) ; Naskah-naskah yang berkaitan dengan kegiatan pengelolaan perbendaharaan dalam rangka PNBP, baik berupa penerimaan Non Pajak seperti Surat Usulan Target PNBP, Surat Perubahan Target, Surat Usulan Perubahan Jenis dan Tarif PNBP, Surat Laporan Realisasi PNBP, Surat Pengantar Ijin Penggunaan PNBP
";1;Tahun setelah tahun anggaran dan tindak lanjut hasil pemeriksaan selesai;5;;Musnah;
KU 02.01;Fasilitatif ;"Pedoman dan Petunjuk Administrasi Keuangan ; Naskah-naskah yang berkaitan dengan kegiatan Pedoman dan Petunjuk Pengelolaan Keuangan seperti Tata Cara Pengelolaan Hibah, Tata Cara Pengelolaan Rekening Pemerintah, Tata Cara Penetapan Pejabat Perbendaharaan, Fungsi dan Tugas Kuasa Pengguna Anggaran, SOP Penyelesaian Kerugian Negara, SOP Pengangkatan Kuasa Pengguna Anggaran, SOP Revisi Kuasa Pengguna Anggaran, SOP Laporan Hibah, SOP Daftar Piutang Negara, SOP Surat Keputusan Pembebanan Ganti Rugi Negara, SOP Pengajuan Surat Perintah Membayar Ganti Uang Persedian Nihil (SPM –GUP Nihil) /Tambahan Uang Persediaan Nihil (TUP Nihil), SOP Laporan Realisasi Penerimaan Negara Bukan Pajak, SOP Pelaksanaan Rekonsiliasi Data Laporan Keuangan, SOP Penyusunan dan   Penyampaian   Laporan   Keuangan   Tingkat
Kementerian, dll.
";1;Tahun setelah tidak berlaku;5;;Musnah;
KU 02.02;Fasilitatif ;"Penatausahaan Hibah; Naskah-naskah yang berkaitan dengan kegiatan pengelolaan hibah seperti hibah luar negeri dan dalam negeri, rekonsiliasi hibah, tindak lanjut hasil rekonsiliasi hibah, Pembinaan dan Monitoring hibah.";2;Setelah pemeriksaan;8;;Musnah;
KU 02.03;Fasilitatif ;"Pejabat Perbendaharaan Negara;  Naskah-naskah yang berkaitan dengan kegiatan pengelolaan perbendaharaan, seperti SK Pengangkatan KPA,  PPK,  Pejabat  Penandatangan  SPM,  Bendahara
Penerimaan,  Bendahara  Pengeluaran,  dan  Bendahara Pengeluaran Pembantu, Pembinaan dan Monitoring
Pejabat Perbendaharaan Negara.

";2; Tahun tidak menjabat;8;;Musnah;
KU 02.04;Fasilitatif ;"Penyelesaian Kerugian Negara; Naskah-naskah yang berkaitan dengan kegiatan Penyelesaian Kerugian Negara berupa Tuntutan Ganti Rugi seperti Piutang Negara, Tuntutan Perbendaharaan, Tuntutan Ganti Rugi, rekonsiliasi Tuntutan Ganti Rugi, rekonsiliasi Tuntutan Perbendaharaan tindak lanjut laporan  hasil  pemeriksaan  BPK/Itjen,  Pembinaan  dan
Monitoring Penyelesaian Kerugian Negara.
";2;Tahun setelah pelunasan;8;;Musnah;
KU 02.05;Fasilitatif ;"Penatausahaan Rekening Pemerintah; Naskah-naskah yang berkaitan dengan kegiatan pengelolaan rekening pemerintah seperti Pembukaan dan penutupan rekening, restrukturisasi rekening, rekonsiliasi rekening, tindak lanjut hasil rekonsiliasi rekening.
";2;Tahun setelah pelunasan;8;;Musnah;
KU 03.01;Fasilitatif ;"Dokumen Pertanggungjawaban Belanja : Naskah-naskah yang berkaitan dengan kegiatan pertanggungjawaban belanja di lingkungan Sekretariat Jenderal seperti Surat Permintaan Pembayaran dan Surat Perintah Membayar, Kuitansi, Pengeluaran Real, SPD,
";5;Tahun setelah tahun anggaran;5;;Musnah;
KU 03.02;Fasilitatif ;"Buku Kas Umum dan Buku Pembantu : Naskah-naskah yang berkaitan dengan kegiatan Pencatatan penerimaan dan pengeluaran permintaan belanja dari BPP di lingkungan Kementerian Hukum danHak Asasi Manusia
";5;Tahun setelah tahun anggaran;5;;Musnah;
KU 03.03;Fasilitatif ;"LPJ Bendahara Pengeluaran : Naskah-naskah yang berkaitan dengan kegiatan pertanggungjawaban belanja bendahara pengeluaran dan BPP di lingkungan Kementerian Hukum dan Hak Asasi Manusia
";5;Tahun setelah tahun anggaran;5;;Musnah;
KU 03.04;Fasilitatif ;"LPJ Bendahara Penerimaan : Naskah-naskah yang berkaitan dengan kegiatan
pertanggungjawaban pendapatan bendahara penerimaan 
";5;Tahun setelah tahun anggaran;5;;Musnah;
KU 03.05;Fasilitatif ;Penerimaan Negara Pajak;5;Tahun setelah tahun anggaran;5;;Musnah;
KU 04.01;Fasilitatif ;"Laporan Keuangan : Naskah-naskah yang berkaitan dengan pelaporan komponen Laporan Keuangan berupa Laporan Realisasi Anggaran, Laporan Operasional, Laporan Perubahan Ekuitas, Neraca, Catatan atas Laporan Keuangan (CALK),
dan Representasi Manajemen.
";5;;5;;Permanen;
KU 04.02;Fasilitatif ;"Rekonsiliasi dan Data Laporan Keuangan : Naskah-naskah yang berkaitan dengan kegiatan Rekonsiliasi (pencocokan data) komponen Laporan Keuangan secara intra (dengan pihak internal) maupun extra (dengan pihak eksternal) berupa Berita Acara Rekonsiliasi, laporan kegiatan; serta naskah-naskah yang berkaitan dengan Analisa Data; Pembinaan, Pendampingan,  Monitoring  dan  Evaluasi  Penyusunan Laporan Keuangan
";5;;5;;Musnah;
KU 04.03;Fasilitatif ;"Penyelesaian Tindak Lanjut Temuan Hasil Pemeriksaan
BPK dan Inspektorat Jenderal : Naskah-naskah yang berkaitan dengan kegiatan Penyelesaian Tindak Lanjut Temuan Hasil Pemeriksaan BPK dan Inspektorat Jenderal, berupa Action Plan, surat, nota dinas, laporan kegiatan, dan dokumen pelaksanaan
rekomendasi Temuan Hasil Pemeriksaan

 ";5;;5;;Musnah;
PB 01.01;Fasilitatif ;Usulan Rencana Kebutuhan BMN;5;;5;;Musnah;
PB 01.02;Fasilitatif ;Rencana Kebutuhan BMN Kementerian;5;;5;;Musnah;
PB 01.03;Fasilitatif ;Hasil Analisis Kebutuhan BMN;5;;5;;Musnah;
PB 01.04;Fasilitatif ;Rencana Kebutuhan Aset Berwujud;2;;3;;Musnah;
PB 01.05;Fasilitatif ;Rencana Kebutuhan Aset tak Berwujud;2;;3;;Musnah;
PB 02.01;Fasilitatif ;"Pengelolaan Pengadaan Barang/Jasa :
a. Pengadaan Barang Persediaan (habis pakai)
b. Pengadaan Barang Bukan Persediaan
c. Pengadaan Jasa Lainnya
d. Pengadaan Jasa Konsultasi
e. Pengadaan Teknis Aset Tetap (Tanah)
f. Pengadaan Aset Tidak Berwujud (Software)
g. Pengadaan Sewa
h. Pengadaan Modal Peralatan dan Mesin
i. Pekerjaan Konstruksi (Bangunan)";3;Tahun setelah pemeriksaan;3;;Musnah;
PB 02.02;Fasilitatif ;"Pengelolaan layanan pengadaan secara elektronik dan data
informasi pengadaan barang/jasa
";3;Tahun setelah pemeriksaan;5;;Musnah;
PB 02.03;Fasilitatif ;"Pembinaan,  Bimbingan,  Pendampingan,  dan  Konsultasi
Teknis Pengadaan Barang/Jasa
";3;Tahun setelah pemeriksaan;3;;Musnah;
PB 02.04;Fasilitatif ;Tindaklanjut Hasil Pemeriksaan;3;Tahun setelah pemeriksaan;5;;Musnah;
PB 02.05;Fasilitatif ;Laporan Pengadaan Barang/Jasa;3;Tahun setelah pemeriksaan;5;;Musnah;
PB 02.06;Fasilitatif ;Telaahan Permasalahan Pengadaan Barang/Jasa;3;Tahun setelah pemeriksaan;5;;Musnah;
PB 02.07;Fasilitatif ;"Unit Kerja Pengadaan Barang dan Jasa (UKPBJ)
- Sekretariat Pusat UKPBJ
- Sekretariat Perwakilan UKPBJ Unit Eselon I
- Sekretariat Perwakilan UKPBJ Kantor Wilayah";2;Tahun setelah pemeriksaan;8;;Musnah;
PB 02.08;Fasilitatif ;Pendistribusian Barang Milik Negara;3;;3;;Musnah;
PB 03.01;Fasilitatif ;"Penggunaan Barang Milik Negara (BMN)
a. Berkas Permohonan Status Penggunaan Barang Milik Negara atau Status Penggunaan Barang Milik Negara untuk dioperasionalkan oleh Pihak Lain
b. SK Penetapan Status Penggunaan Barang Milik Negara atau Status Penggunaan Barang Milik Negara untuk dioperasionalkan oleh Pihak Lain
c. Berkas Penggunaan Sementara Barang Milik Negara (permohonan, SK, dan tindak lanjut)
d. Berkas Pengalihan Status Penggunaan Barang Milik Negara (permohonan, SK, dan tindak lanjut)
e. Berkas Pengalihan Penggunaan Barang Milik Negara
(permohonan, SK dan tindak lanjut)
f. Berkas Alih Fungsi Barang Milik Negara
(permohonan, SK dan tindak lanjut)";2;Tahu setelah SK Penetapan diperbaharui;3;;Musnah, kecuali BMN Bersejarah;
PB 03.02;Fasilitatif ;"Pemanfaatan Barang Milik Negara : Berkas permohonan, SK dan tindak lanjut Sewa, Pinjam Pakai, Kerja Sama Pemanfaatan (KSP), Bangunan Guna Serah  (BGS),  Bangunan  Serah  Guna  (BSG),  dan  Kerja
Sama Pemanfaatan Infrastruktur (KSPI)
";2;Tahun setelah BMN dimanfaatkan;10;;Musnah;
PB 03.03;Fasilitatif ;"Pengamanan dan Pemeliharaan : 
a. Dokumen Permasalahan Barang Milik Negara
b. Berkas Pengamanan dan Pemeliharaan (SK Tim dan Tindak Lanjut Penyelesaian Masalah)
c. Laporan Data Tanah";;Sampai dengan diperbaharui;10;;Dinilai Kembali;
PB 03.04;Fasilitatif ;"Rumah Negara
a. Berkas Permohonan Penetapan Status Penggolongan Rumah Negara
b. SK Penetapan Status Penggolongan Rumah Negara
c. Surat Pembatalan Ijin Penghunian Rumah Negara
d. Surat Ijin Penghunian Rumah Negara";2;Tahun setelah SK penetapan di perbaharui;5;;Musnah, kecuali Rumah Negara Bersejarah;
PB 04.01;Fasilitatif ;Pencatataan Barang Milik Negara;2;Tahun setelah diaudit;3;;Musnah;
PB 04.02;Fasilitatif ;Inventarisasi;2;Tahun setelah diaudit;3;;Musnah;
PB 04.03;Fasilitatif ;Opname fisik;2;Tahun setelah diaudit;3;;Musnah;
PB 04.04;Fasilitatif ;Rekonsiliasi data Barang Milik Negara;2;Tahun setelah diaudit;3;;Musnah;
PB 04.05;Fasilitatif ;Pengawasan dan Pengedalian BMN;2;Tahun setelah diaudit;3;;Musnah;
PB 04.06;Fasilitatif ;Laporan Barang Milik Negara;2;Tahun setelah diaudit;3;;Musnah;
PB 05.01;Fasilitatif ;Penjualan;2;;3;;Permanen;
PB 05.02;Fasilitatif ;Tukar Menukar;3;;4;;Permanen;
PB 05.03;Fasilitatif ;Hibah;5;;5;;Permanen;
PB 05.04;Fasilitatif ;Pemusnahan;5;;5;;Permanen;
PB 05.05;Fasilitatif ;Penghapusan;5;;5;;Permanen;
HH 01.01;Fasilitatif ;Media Massa (Cetak, Elektronik, Media Sosial);2;;3;;Musnah;
HH 01.02;Fasilitatif ;Sosialisasi dan Diseminasi;2;;3;;Musnah;
HH 01.03;Fasilitatif ;Pejabat Pengelola Informasi dan Dokumentasi (PPID);2;;3;;Musnah;
HH 01.04;Fasilitatif ;Badan Koordinasi Hubungan Masyarakat (Bakohumas);2;;3;;Musnah;
HH 01.05;Fasilitatif ;Peliputan;2;;3;;Musnah;
HH 01.06;Fasilitatif ;Konferensi Pers;2;;3;;Musnah;
HH 01.07;Fasilitatif ;Siaran Pers;2;;3;;Musnah;
HH 02.01;Fasilitatif ;"Produk Informasi (Media Cetak, Elektronik, Media Sosial)
a. Film, Foto
b. Video Grafis
c. Narasi Tunggal Media Massa Elektronik
d. Info Grafis (Poster, Banner)
e. Surat Penyerahan (Bingkai Foto, dll)
f. Konten Video Revolusi Media Digital
g. Konten Media Sosial (YouTube, Twitter, Instagram)";2;;3;;Musnah;
HH 02.02;Fasilitatif ;Rekapitulasi Pemberitaan;2;;3;;Musnah;
